data_venda,cliente,loja,produto,categoria,quantidade,preco_unitario,custo_unitario,cidade,estado,regiao,forma_pagamento
2023-09-15,Cliente 77,Loja Norte,Impressora,Eletrônicos,9,803.63,601.71,Goiânia,GO,nordeste,Pix
2023-11-09,Cliente 82,Loja Centro,Fone de Ouvido,Acessórios,6,132.04,94.7,São Paulo,SP,Nordeste,Crédito
2023-01-09,Cliente 14,Loja Leste,Webcam,Acessórios,9,978.53,625.32,Belo Horizonte,MG,Sul,Pix
2024-04-02,Cliente 59,Loja Leste,Teclado,Eletrônicos,4,2006.65,1422.88,Goiânia,GO,SUDESTE,Pix
2023-03-06,Cliente 108,Loja Norte,Cadeira,Móveis,1,883.83,687.28,Salvador,BA,Nordeste,Pix
2024-10-13,Cliente 2,Loja Sul,Mouse,Eletrônicos,1,2384.21,1685.01,Salvador,BA,Nordeste,Crédito
2023-03-08,Cliente 36,Loja Leste,Teclado,Eletrônicos,2,1125.2,678.52,Brasília,DF,CENTRO-OESTE,Pix
2023-12-05,Cliente 49,Loja Centro,Monitor,Eletrônicos,8,2190.52,1642.3,Curitiba,PR,sudeste,Crédito
2023-06-20,Cliente 103,Loja Sul,Teclado,Eletrônicos,6,2037.56,1186.74,Curitiba,PR,SUDESTE,Boleto
2023-07-07,Cliente 171,Loja Sul,Cadeira,Móveis,9,1547.75,1087.59,Belo Horizonte,MG,sudeste,Crédito
2024-11-24,Cliente 90,Loja Sul,Fone de Ouvido,Acessórios,8,820.88,457.83,Salvador,BA,SUL,Pix
2024-10-02,Cliente 21,Loja Oeste,Mouse,Eletrônicos,7,3419.96,2528.91,Porto Alegre,RS,Sul,Pix
2023-12-19,Cliente 92,Loja Sul,Mouse,Eletrônicos,8,2346.19,1822.87,Rio de Janeiro,RJ,Sul,Boleto
2023-04-21,Cliente 107,Loja Leste,Notebook,Eletrônicos,3,1684.98,1117.39,Recife,PE,Sul,Débito
2023-03-30,Cliente 171,Loja Sul,Celular,Eletrônicos,7,379.37,285.68,Porto Alegre,RS,Centro-Oeste,Pix
2024-03-10,Cliente 8,Loja Oeste,Impressora,Eletrônicos,7,937.78,497.45,Belo Horizonte,MG,SUL,Crédito
2023-03-02,Cliente 109,Loja Oeste,Fone de Ouvido,Acessórios,7,601.25,406.89,Fortaleza,CE,Sul,Crédito
2024-09-25,Cliente 154,Loja Sul,Webcam,Acessórios,4,119.61,90.09,Recife,PE,sudeste,Boleto
2024-09-22,Cliente 152,Loja Oeste,Celular,Eletrônicos,5,1207.77,861.97,São Paulo,SP,SUDESTE,Débito
2023-06-27,Cliente 195,Loja Norte,Impressora,Eletrônicos,4,2384.61,1263.81,Fortaleza,CE,SUL,Débito
2023-12-19,Cliente 24,Loja Sul,Fone de Ouvido,Acessórios,9,3352.58,1986.65,Brasília,DF,SUDESTE,Crédito
2024-01-11,Cliente 12,Loja Norte,Teclado,Eletrônicos,10,2864.89,1776.87,Salvador,BA,centro-oeste,Débito
2024-01-15,Cliente 114,Loja Leste,Monitor,Eletrônicos,4,930.96,597.13,Rio de Janeiro,RJ,Centro-Oeste,Débito
2024-08-27,Cliente 7,Loja Sul,Webcam,Acessórios,2,430.19,257.84,Goiânia,GO,SUL,Débito
2024-09-21,Cliente 96,Loja Norte,Mouse,Eletrônicos,4,2281.79,1311.16,Brasília,DF,sudeste,Crédito
2023-04-20,Cliente 83,Loja Centro,Teclado,Eletrônicos,8,1718.57,1208.95,Goiânia,GO,nordeste,Débito
2023-12-14,Cliente 17,Loja Leste,Webcam,Acessórios,8,2137.1,1318.48,Rio de Janeiro,RJ,Sul,Débito
2023-02-24,Cliente 188,Loja Oeste,Fone de Ouvido,Acessórios,7,537.33,367.7,Rio de Janeiro,RJ,Centro-Oeste,Débito
2024-02-11,Cliente 146,Loja Centro,Webcam,Acessórios,3,387.93,257.97,Belo Horizonte,MG,Nordeste,Boleto
2023-01-28,Cliente 92,Loja Norte,Monitor,Eletrônicos,7,2734.15,1460.51,Fortaleza,CE,CENTRO-OESTE,Boleto
2024-09-01,Cliente 190,Loja Oeste,Celular,Eletrônicos,8,2269.97,1370.78,São Paulo,SP,sudeste,Pix
2023-07-01,Cliente 2,Loja Norte,Monitor,Eletrônicos,5,995.87,513.21,São Paulo,SP,nordeste,Débito
2023-11-14,Cliente 164,Loja Sul,Fone de Ouvido,Acessórios,9,2164.57,1658.31,Fortaleza,CE,Sudeste,Débito
2023-02-18,Cliente 61,Loja Centro,Webcam,Acessórios,9,1429.19,1040.98,Salvador,BA,SUL,Crédito
2024-11-26,Cliente 90,Loja Sul,Webcam,Acessórios,5,1457.9,1030.64,Curitiba,PR,sudeste,Débito
2023-09-07,Cliente 141,Loja Norte,Monitor,Eletrônicos,9,1792.21,920.11,Recife,PE,Centro-Oeste,Débito
2024-01-20,Cliente 16,Loja Centro,Mouse,Eletrônicos,6,395.44,226.73,São Paulo,SP,centro-oeste,Pix
2024-07-14,Cliente 44,Loja Sul,Teclado,Eletrônicos,1,389.96,257.62,Belo Horizonte,MG,Sul,Débito
2024-11-19,Cliente 100,Loja Oeste,Notebook,Eletrônicos,4,2413.74,1262.48,Brasília,DF,sudeste,Boleto
2024-11-14,Cliente 175,Loja Centro,Monitor,Eletrônicos,1,869.58,582.27,Recife,PE,Centro-Oeste,Débito
2024-12-24,Cliente 79,Loja Leste,Impressora,Eletrônicos,1,1657.21,1082.3,Goiânia,GO,nordeste,Boleto
2023-09-21,Cliente 179,Loja Centro,Teclado,Eletrônicos,1,129.81,69.94,São Paulo,SP,Sudeste,Boleto
2024-01-09,Cliente 8,Loja Oeste,Notebook,Eletrônicos,2,1546.27,897.92,Fortaleza,CE,CENTRO-OESTE,Pix
2023-03-24,Cliente 196,Loja Centro,Mouse,Eletrônicos,4,1632.78,1075.55,Belo Horizonte,MG,CENTRO-OESTE,Crédito
2024-03-06,Cliente 156,Loja Leste,Webcam,Acessórios,5,1298.23,1013.17,Porto Alegre,RS,SUDESTE,Boleto
2024-04-09,Cliente 110,Loja Leste,Mesa,Móveis,7,2888.32,1964.09,Salvador,BA,sudeste,Débito
2024-05-27,Cliente 107,Loja Norte,Celular,Eletrônicos,2,2423.94,1703.35,Fortaleza,CE,nordeste,Débito
2024-01-26,Cliente 199,Loja Leste,Webcam,Acessórios,7,417.6,301.78,Salvador,BA,centro-oeste,Débito
2023-07-20,Cliente 140,Loja Oeste,Notebook,Eletrônicos,6,1755.75,1119.52,Salvador,BA,Centro-Oeste,Pix
2023-10-23,Cliente 171,Loja Leste,Notebook,Eletrônicos,3,800.08,557.32,Belo Horizonte,MG,sudeste,Pix
2023-08-12,Cliente 1,Loja Sul,Cadeira,Móveis,7,656.89,412.05,Recife,PE,sudeste,Crédito
2024-11-18,Cliente 27,Loja Sul,Celular,Eletrônicos,2,2410.48,1331.15,Recife,PE,SUDESTE,Pix
2024-03-07,Cliente 54,Loja Leste,Fone de Ouvido,Acessórios,2,2123.33,1692.52,Curitiba,PR,SUL,Boleto
2024-08-01,Cliente 100,Loja Oeste,Notebook,Eletrônicos,7,1130.52,747.95,Porto Alegre,RS,centro-oeste,Boleto
2023-08-25,Cliente 1,Loja Centro,Notebook,Eletrônicos,7,1951.66,1432.17,Curitiba,PR,SUL,Débito
2023-03-22,Cliente 196,Loja Sul,Celular,Eletrônicos,4,1435.4,815.46,Goiânia,GO,CENTRO-OESTE,Débito
2023-03-01,Cliente 99,Loja Sul,Teclado,Eletrônicos,2,2331.56,1283.06,Goiânia,GO,CENTRO-OESTE,Débito
2024-12-03,Cliente 38,Loja Oeste,Cadeira,Móveis,1,3182.06,1638.65,Rio de Janeiro,RJ,sudeste,Crédito
2024-05-06,Cliente 32,Loja Oeste,Fone de Ouvido,Acessórios,3,492.57,269.47,Fortaleza,CE,Sul,Crédito
2024-02-15,Cliente 167,Loja Centro,Mouse,Eletrônicos,2,1589.91,1073.22,Brasília,DF,Centro-Oeste,Pix
2024-06-17,Cliente 168,Loja Sul,Celular,Eletrônicos,10,2565.39,1926.49,Brasília,DF,CENTRO-OESTE,Boleto
2023-11-20,Cliente 42,Loja Norte,Cadeira,Móveis,10,1598.35,1087.01,Goiânia,GO,sudeste,Boleto
2023-12-10,Cliente 107,Loja Sul,Mouse,Eletrônicos,5,1934.68,1204.85,Rio de Janeiro,RJ,centro-oeste,Crédito
2023-01-10,Cliente 111,Loja Centro,Fone de Ouvido,Acessórios,9,2337.04,1866.06,Goiânia,GO,Centro-Oeste,Débito
2023-04-07,Cliente 44,Loja Oeste,Mesa,Móveis,4,376.76,234.49,Recife,PE,Centro-Oeste,Pix
2023-04-16,Cliente 108,Loja Oeste,Mesa,Móveis,3,2619.72,1901.89,Fortaleza,CE,SUL,Boleto
2023-08-05,Cliente 135,Loja Oeste,Monitor,Eletrônicos,9,1799.55,947.65,Fortaleza,CE,CENTRO-OESTE,Crédito
2023-08-01,Cliente 165,Loja Centro,Impressora,Eletrônicos,3,2457.06,1312.44,Brasília,DF,Centro-Oeste,Crédito
2023-06-25,Cliente 30,Loja Leste,Impressora,Eletrônicos,6,700.41,493.78,Fortaleza,CE,Sul,Débito
2024-06-23,Cliente 85,Loja Sul,Impressora,Eletrônicos,4,315.24,215.68,Rio de Janeiro,RJ,CENTRO-OESTE,Crédito
2024-11-19,Cliente 42,Loja Oeste,Notebook,Eletrônicos,10,2930.04,1678.33,Porto Alegre,RS,Nordeste,Pix
2024-03-07,Cliente 61,Loja Oeste,Mesa,Móveis,6,1787.15,1076.8,Brasília,DF,CENTRO-OESTE,Crédito
2024-10-09,Cliente 40,Loja Norte,Teclado,Eletrônicos,5,3497.21,1977.14,Fortaleza,CE,Nordeste,Pix
2023-07-08,Cliente 83,Loja Oeste,Mouse,Eletrônicos,5,290.6,197.63,Fortaleza,CE,sudeste,Pix
2024-12-21,Cliente 47,Loja Norte,Celular,Eletrônicos,3,3170.88,1686.55,Recife,PE,nordeste,Crédito
2024-01-02,Cliente 67,Loja Centro,Mouse,Eletrônicos,7,854.78,580.8,Brasília,DF,Sul,Pix
2023-02-23,Cliente 155,Loja Norte,Mesa,Móveis,2,1133.13,640.55,Curitiba,PR,Sudeste,Boleto
2024-09-28,Cliente 12,Loja Oeste,Webcam,Acessórios,9,2332.1,1402.3,Recife,PE,nordeste,Pix
2023-02-02,Cliente 144,Loja Oeste,Mesa,Móveis,9,1653.61,1139.16,Goiânia,GO,CENTRO-OESTE,Débito
2023-12-03,Cliente 167,Loja Centro,Mouse,Eletrônicos,8,2244.38,1722.81,Fortaleza,CE,nordeste,Boleto
2024-09-28,Cliente 121,Loja Norte,Fone de Ouvido,Acessórios,2,3076.84,1737.61,Rio de Janeiro,RJ,nordeste,Boleto
2024-12-24,Cliente 76,Loja Centro,Notebook,Eletrônicos,3,467.53,325.9,Fortaleza,CE,SUDESTE,Pix
2023-04-07,Cliente 177,Loja Oeste,Teclado,Eletrônicos,3,2585.66,2025.94,Belo Horizonte,MG,centro-oeste,Débito
2023-11-17,Cliente 79,Loja Centro,Notebook,Eletrônicos,4,687.65,392.24,Recife,PE,sudeste,Crédito
2024-07-20,Cliente 70,Loja Norte,Cadeira,Móveis,5,630.28,458.99,Porto Alegre,RS,Sudeste,Débito
2024-03-25,Cliente 106,Loja Sul,Cadeira,Móveis,6,75.26,51.2,Curitiba,PR,sudeste,Crédito
2023-10-08,Cliente 3,Loja Oeste,Fone de Ouvido,Acessórios,2,3430.57,2143.96,Recife,PE,CENTRO-OESTE,Pix
2024-09-26,Cliente 181,Loja Centro,Mouse,Eletrônicos,8,1262.86,866.7,Porto Alegre,RS,Sul,Boleto
2023-11-29,Cliente 24,Loja Oeste,Notebook,Eletrônicos,5,2916.32,1575.6,Salvador,BA,Sudeste,Débito
2024-01-28,Cliente 82,Loja Oeste,Impressora,Eletrônicos,2,143.71,80.46,Rio de Janeiro,RJ,SUL,Débito
2023-09-05,Cliente 123,Loja Leste,Webcam,Acessórios,3,171.55,135.02,Goiânia,GO,nordeste,Boleto
2023-12-22,Cliente 60,Loja Norte,Webcam,Acessórios,10,647.78,356.51,Recife,PE,centro-oeste,Boleto
2024-07-08,Cliente 194,Loja Norte,Mouse,Eletrônicos,5,370.38,192.46,Goiânia,GO,CENTRO-OESTE,Crédito
2023-06-02,Cliente 76,Loja Centro,Webcam,Acessórios,5,487.52,339.37,Curitiba,PR,nordeste,Boleto
2023-11-04,Cliente 173,Loja Oeste,Teclado,Eletrônicos,4,982.05,547.39,Brasília,DF,centro-oeste,Débito
2024-06-23,Cliente 98,Loja Leste,Monitor,Eletrônicos,4,1680.61,892.0,Porto Alegre,RS,CENTRO-OESTE,Pix
2023-10-22,Cliente 45,Loja Sul,Notebook,Eletrônicos,7,2727.36,1659.85,Brasília,DF,Sul,Débito
2024-04-05,Cliente 69,Loja Norte,Impressora,Eletrônicos,3,1962.97,1183.78,Goiânia,GO,Nordeste,Crédito
2024-10-10,Cliente 134,Loja Oeste,Webcam,Acessórios,3,3410.58,2577.61,Salvador,BA,Nordeste,Pix
2024-09-11,Cliente 109,Loja Sul,Celular,Eletrônicos,4,2014.15,1494.5,São Paulo,SP,Nordeste,Débito
2023-12-03,Cliente 12,Loja Sul,Mesa,Móveis,2,2946.3,1888.86,Goiânia,GO,Centro-Oeste,Crédito
2024-08-25,Cliente 88,Loja Sul,Fone de Ouvido,Acessórios,4,65.63,47.82,Brasília,DF,SUDESTE,Boleto
2024-02-16,Cliente 171,Loja Leste,Monitor,Eletrônicos,5,2601.52,1777.24,Porto Alegre,RS,centro-oeste,Boleto
2024-04-12,Cliente 5,Loja Leste,Impressora,Eletrônicos,10,1909.18,1286.44,Fortaleza,CE,sudeste,Boleto
2024-09-28,Cliente 113,Loja Centro,Notebook,Eletrônicos,10,227.64,171.61,Recife,PE,sudeste,Crédito
2024-04-03,Cliente 27,Loja Sul,Monitor,Eletrônicos,5,2796.61,2196.25,Brasília,DF,nordeste,Boleto
2023-12-13,Cliente 20,Loja Oeste,Mesa,Móveis,7,2561.24,1280.66,Recife,PE,centro-oeste,Boleto
2024-07-30,Cliente 186,Loja Norte,Notebook,Eletrônicos,7,1745.31,1025.82,Rio de Janeiro,RJ,Sul,Pix
2024-08-12,Cliente 133,Loja Sul,Monitor,Eletrônicos,10,3112.19,2474.24,Salvador,BA,Sudeste,Pix
2024-12-25,Cliente 148,Loja Norte,Mesa,Móveis,6,2746.31,1709.74,São Paulo,SP,Centro-Oeste,Pix
2023-09-28,Cliente 46,Loja Oeste,Cadeira,Móveis,3,2895.64,2098.81,São Paulo,SP,nordeste,Crédito
2024-04-01,Cliente 32,Loja Sul,Celular,Eletrônicos,10,628.97,376.97,Brasília,DF,Sudeste,Débito
2024-05-17,Cliente 110,Loja Norte,Mesa,Móveis,4,1909.26,1453.69,São Paulo,SP,nordeste,Pix
2024-10-24,Cliente 74,Loja Oeste,Fone de Ouvido,Acessórios,7,2674.04,1537.07,Rio de Janeiro,RJ,Sul,Boleto
2023-08-15,Cliente 5,Loja Centro,Fone de Ouvido,Acessórios,7,725.73,474.37,São Paulo,SP,Sudeste,Crédito
2023-03-28,Cliente 157,Loja Norte,Teclado,Eletrônicos,9,2044.46,1390.9,Fortaleza,CE,Sudeste,Pix
2024-05-16,Cliente 118,Loja Sul,Fone de Ouvido,Acessórios,3,3177.6,2450.28,Salvador,BA,centro-oeste,Boleto
2023-02-22,Cliente 50,Loja Leste,Celular,Eletrônicos,4,1386.15,865.63,São Paulo,SP,Sul,Pix
2024-06-04,Cliente 200,Loja Oeste,Cadeira,Móveis,4,2219.59,1281.7,Porto Alegre,RS,nordeste,Débito
2023-07-20,Cliente 57,Loja Sul,Monitor,Eletrônicos,9,298.19,235.24,Rio de Janeiro,RJ,Centro-Oeste,Boleto
2023-05-08,Cliente 115,Loja Sul,Mouse,Eletrônicos,1,1597.3,904.0,Fortaleza,CE,SUL,Pix
2023-05-20,Cliente 100,Loja Norte,Celular,Eletrônicos,7,647.05,403.79,Fortaleza,CE,nordeste,Boleto
2024-07-21,Cliente 155,Loja Leste,Fone de Ouvido,Acessórios,1,1807.57,1392.77,Salvador,BA,Centro-Oeste,Pix
2023-09-03,Cliente 74,Loja Oeste,Celular,Eletrônicos,10,990.52,580.5,Salvador,BA,Nordeste,Débito
2023-09-17,Cliente 8,Loja Norte,Webcam,Acessórios,4,1589.13,1013.72,Salvador,BA,Centro-Oeste,Boleto
2023-06-03,Cliente 6,Loja Leste,Celular,Eletrônicos,9,1689.85,857.61,Recife,PE,nordeste,Boleto
2023-11-02,Cliente 23,Loja Centro,Mesa,Móveis,5,2108.87,1276.33,Rio de Janeiro,RJ,Nordeste,Boleto
2023-02-03,Cliente 165,Loja Centro,Monitor,Eletrônicos,1,2195.87,1136.27,Curitiba,PR,CENTRO-OESTE,Pix
2023-06-03,Cliente 62,Loja Sul,Notebook,Eletrônicos,6,1424.58,1022.55,Recife,PE,SUL,Pix
2023-09-09,Cliente 88,Loja Norte,Monitor,Eletrônicos,6,2308.69,1447.09,Brasília,DF,Sul,Débito
2024-11-18,Cliente 196,Loja Centro,Impressora,Eletrônicos,1,2227.98,1725.85,Recife,PE,Sudeste,Pix
2023-09-09,Cliente 79,Loja Oeste,Celular,Eletrônicos,10,2592.18,1350.63,São Paulo,SP,Nordeste,Boleto
2024-08-04,Cliente 152,Loja Leste,Mouse,Eletrônicos,10,2428.55,1649.85,Rio de Janeiro,RJ,Nordeste,Crédito
2023-08-09,Cliente 192,Loja Leste,Mouse,Eletrônicos,2,2405.82,1432.63,Brasília,DF,SUL,Boleto
2024-03-11,Cliente 24,Loja Oeste,Impressora,Eletrônicos,5,2569.07,1647.07,Rio de Janeiro,RJ,nordeste,Boleto
2024-11-18,Cliente 167,Loja Leste,Notebook,Eletrônicos,8,2579.12,1608.04,Porto Alegre,RS,centro-oeste,Débito
2023-12-18,Cliente 154,Loja Oeste,Webcam,Acessórios,6,2506.45,1530.58,São Paulo,SP,Nordeste,Crédito
2023-08-27,Cliente 178,Loja Norte,Fone de Ouvido,Acessórios,2,1002.98,550.86,Goiânia,GO,Sudeste,Débito
2023-01-18,Cliente 81,Loja Sul,Webcam,Acessórios,8,1508.71,883.7,Belo Horizonte,MG,Centro-Oeste,Débito
2023-09-17,Cliente 15,Loja Sul,Webcam,Acessórios,7,652.84,356.89,Brasília,DF,sudeste,Débito
2023-11-11,Cliente 116,Loja Norte,Mouse,Eletrônicos,7,1347.53,798.41,Brasília,DF,Sul,Crédito
2023-11-03,Cliente 78,Loja Norte,Cadeira,Móveis,9,1221.57,706.49,Fortaleza,CE,Sudeste,Débito
2024-11-19,Cliente 43,Loja Norte,Mesa,Móveis,5,1022.99,516.62,Goiânia,GO,centro-oeste,Boleto
2024-12-17,Cliente 194,Loja Leste,Monitor,Eletrônicos,2,1903.58,1378.79,Salvador,BA,nordeste,Pix
2023-07-28,Cliente 94,Loja Centro,Celular,Eletrônicos,5,379.52,200.03,Fortaleza,CE,centro-oeste,Débito
2024-03-04,Cliente 198,Loja Sul,Notebook,Eletrônicos,6,1823.7,1018.86,Belo Horizonte,MG,centro-oeste,Crédito
2024-01-09,Cliente 164,Loja Norte,Mesa,Móveis,10,3278.04,2401.97,Curitiba,PR,sudeste,Boleto
2024-09-26,Cliente 15,Loja Oeste,Fone de Ouvido,Acessórios,6,1235.86,848.77,Goiânia,GO,centro-oeste,Pix
2024-06-15,Cliente 29,Loja Leste,Mouse,Eletrônicos,9,3428.26,2053.83,Belo Horizonte,MG,Centro-Oeste,Pix
2023-04-10,Cliente 151,Loja Norte,Webcam,Acessórios,4,1906.23,1492.08,Belo Horizonte,MG,SUL,Crédito
2023-03-08,Cliente 67,Loja Leste,Fone de Ouvido,Acessórios,1,3475.0,2738.84,São Paulo,SP,Sul,Pix
2024-12-06,Cliente 156,Loja Sul,Teclado,Eletrônicos,3,1125.56,615.79,Goiânia,GO,CENTRO-OESTE,Boleto
2023-03-06,Cliente 132,Loja Sul,Monitor,Eletrônicos,10,2587.49,1372.62,São Paulo,SP,SUDESTE,Boleto
2024-02-16,Cliente 23,Loja Norte,Monitor,Eletrônicos,2,3466.0,2040.49,Porto Alegre,RS,Sul,Crédito
2023-03-06,Cliente 83,Loja Norte,Mesa,Móveis,6,725.43,374.46,Salvador,BA,Sudeste,Débito
2023-04-01,Cliente 172,Loja Centro,Notebook,Eletrônicos,5,85.41,54.0,Porto Alegre,RS,Sudeste,Boleto
2023-11-24,Cliente 117,Loja Leste,Mesa,Móveis,9,1095.62,800.26,Goiânia,GO,nordeste,Débito
2023-07-08,Cliente 153,Loja Oeste,Cadeira,Móveis,5,462.89,308.98,Salvador,BA,sudeste,Débito
2024-03-02,Cliente 79,Loja Centro,Impressora,Eletrônicos,10,970.81,529.88,Goiânia,GO,CENTRO-OESTE,Crédito
2024-10-18,Cliente 98,Loja Oeste,Notebook,Eletrônicos,2,3216.13,2329.97,Recife,PE,sudeste,Crédito
2023-05-07,Cliente 104,Loja Oeste,Notebook,Eletrônicos,3,602.13,346.24,Brasília,DF,SUDESTE,Boleto
2024-05-26,Cliente 92,Loja Leste,Fone de Ouvido,Acessórios,3,2420.2,1669.57,Belo Horizonte,MG,SUDESTE,Boleto
2023-07-18,Cliente 162,Loja Sul,Webcam,Acessórios,7,3343.38,1702.26,Goiânia,GO,Centro-Oeste,Crédito
2024-10-11,Cliente 163,Loja Sul,Notebook,Eletrônicos,6,2012.03,1090.01,São Paulo,SP,Centro-Oeste,Débito
2023-05-30,Cliente 8,Loja Centro,Teclado,Eletrônicos,8,219.59,123.05,Brasília,DF,Centro-Oeste,Pix
2023-07-15,Cliente 143,Loja Leste,Fone de Ouvido,Acessórios,10,1752.04,943.73,Salvador,BA,sudeste,Débito
2023-02-15,Cliente 85,Loja Oeste,Webcam,Acessórios,2,1068.58,594.0,Salvador,BA,Sudeste,Débito
2024-07-19,Cliente 8,Loja Norte,Fone de Ouvido,Acessórios,1,2830.75,1452.67,Recife,PE,SUDESTE,Pix
2023-09-27,Cliente 116,Loja Leste,Notebook,Eletrônicos,6,2972.83,2276.96,Recife,PE,CENTRO-OESTE,Pix
2024-05-29,Cliente 187,Loja Oeste,Notebook,Eletrônicos,1,937.26,492.09,Goiânia,GO,centro-oeste,Pix
2024-02-03,Cliente 85,Loja Sul,Impressora,Eletrônicos,5,754.62,398.54,Recife,PE,nordeste,Débito
2024-06-06,Cliente 114,Loja Leste,Monitor,Eletrônicos,9,1747.87,1140.66,Brasília,DF,Nordeste,Boleto
2023-02-23,Cliente 107,Loja Norte,Webcam,Acessórios,4,305.54,188.46,Goiânia,GO,SUDESTE,Crédito
2023-10-14,Cliente 124,Loja Oeste,Mouse,Eletrônicos,4,1968.24,989.51,Rio de Janeiro,RJ,SUL,Boleto
2023-08-01,Cliente 85,Loja Centro,Mouse,Eletrônicos,10,103.21,67.36,Goiânia,GO,SUL,Pix
2023-11-12,Cliente 19,Loja Oeste,Monitor,Eletrônicos,3,3330.05,2234.0,Brasília,DF,sudeste,Pix
2024-03-27,Cliente 33,Loja Oeste,Celular,Eletrônicos,1,3351.76,1910.53,Goiânia,GO,Sul,Pix
2024-07-31,Cliente 85,Loja Norte,Mouse,Eletrônicos,8,791.93,409.34,Recife,PE,SUDESTE,Boleto
2024-06-13,Cliente 104,Loja Oeste,Celular,Eletrônicos,9,932.67,609.18,São Paulo,SP,nordeste,Pix
2024-11-10,Cliente 170,Loja Oeste,Impressora,Eletrônicos,10,3123.67,1906.28,Belo Horizonte,MG,SUDESTE,Débito
2023-04-24,Cliente 135,Loja Norte,Fone de Ouvido,Acessórios,9,3158.69,2299.66,Belo Horizonte,MG,SUDESTE,Débito
2023-12-18,Cliente 110,Loja Oeste,Mesa,Móveis,1,1556.92,1016.65,Curitiba,PR,SUL,Boleto
2024-02-13,Cliente 72,Loja Sul,Celular,Eletrônicos,8,1783.22,1218.37,Recife,PE,centro-oeste,Débito
2024-05-01,Cliente 86,Loja Norte,Celular,Eletrônicos,5,2032.14,1522.65,Porto Alegre,RS,sudeste,Débito
2023-12-19,Cliente 176,Loja Sul,Mesa,Móveis,2,3284.82,1960.1,Curitiba,PR,CENTRO-OESTE,Débito
2023-10-11,Cliente 23,Loja Centro,Fone de Ouvido,Acessórios,8,997.16,710.54,Goiânia,GO,SUL,Boleto
2024-10-29,Cliente 31,Loja Oeste,Teclado,Eletrônicos,8,1165.15,624.63,Recife,PE,CENTRO-OESTE,Boleto
2023-12-31,Cliente 82,Loja Centro,Impressora,Eletrônicos,6,822.87,562.79,Porto Alegre,RS,Nordeste,Boleto
2024-03-13,Cliente 61,Loja Centro,Cadeira,Móveis,10,1441.39,949.61,Rio de Janeiro,RJ,Sudeste,Débito
2023-07-16,Cliente 10,Loja Centro,Mesa,Móveis,3,260.54,138.89,Brasília,DF,Nordeste,Boleto
2024-07-08,Cliente 191,Loja Norte,Teclado,Eletrônicos,5,548.81,360.73,Belo Horizonte,MG,SUL,Débito
2024-06-16,Cliente 197,Loja Sul,Celular,Eletrônicos,7,1958.88,1313.07,Recife,PE,nordeste,Crédito
2023-07-21,Cliente 77,Loja Oeste,Mouse,Eletrônicos,1,997.35,736.13,Brasília,DF,Sudeste,Crédito
2024-06-23,Cliente 103,Loja Leste,Mesa,Móveis,8,2629.74,1610.5,Curitiba,PR,Centro-Oeste,Crédito
2023-12-20,Cliente 63,Loja Oeste,Mesa,Móveis,5,990.35,756.85,Salvador,BA,SUDESTE,Boleto
2024-02-17,Cliente 163,Loja Norte,Notebook,Eletrônicos,7,1721.72,998.94,Goiânia,GO,Centro-Oeste,Débito
2023-11-03,Cliente 160,Loja Oeste,Notebook,Eletrônicos,4,1413.05,1001.89,Salvador,BA,sudeste,Crédito
2024-03-31,Cliente 190,Loja Norte,Webcam,Acessórios,9,2882.49,1743.06,Belo Horizonte,MG,centro-oeste,Pix
2023-11-25,Cliente 185,Loja Norte,Notebook,Eletrônicos,2,3084.2,2420.4,Belo Horizonte,MG,centro-oeste,Débito
2023-05-23,Cliente 23,Loja Norte,Notebook,Eletrônicos,8,1223.64,729.3,Fortaleza,CE,nordeste,Débito
2024-05-04,Cliente 165,Loja Oeste,Impressora,Eletrônicos,4,3301.26,2017.84,Porto Alegre,RS,SUL,Pix
2023-01-23,Cliente 124,Loja Sul,Impressora,Eletrônicos,8,1986.07,1455.85,São Paulo,SP,sudeste,Crédito
2023-03-12,Cliente 40,Loja Oeste,Webcam,Acessórios,2,1623.49,994.21,Brasília,DF,SUL,Pix
2024-11-19,Cliente 26,Loja Leste,Mouse,Eletrônicos,10,2743.6,1650.87,Porto Alegre,RS,SUL,Débito
2024-08-07,Cliente 122,Loja Sul,Fone de Ouvido,Acessórios,9,2743.15,1648.37,Curitiba,PR,Centro-Oeste,Boleto
2023-02-07,Cliente 124,Loja Centro,Impressora,Eletrônicos,7,2741.46,1849.68,Salvador,BA,Nordeste,Pix
2024-10-15,Cliente 79,Loja Norte,Cadeira,Móveis,5,2287.82,1630.09,Goiânia,GO,nordeste,Boleto
2023-06-28,Cliente 37,Loja Centro,Celular,Eletrônicos,6,3016.39,2232.76,Rio de Janeiro,RJ,CENTRO-OESTE,Pix
2023-09-04,Cliente 77,Loja Centro,Webcam,Acessórios,8,1446.96,1135.63,São Paulo,SP,Nordeste,Débito
2024-11-10,Cliente 13,Loja Centro,Mesa,Móveis,8,1659.84,1324.94,Goiânia,GO,sudeste,Pix
2024-09-21,Cliente 68,Loja Norte,Cadeira,Móveis,8,3012.89,2199.26,Fortaleza,CE,sudeste,Pix
2024-04-24,Cliente 129,Loja Sul,Fone de Ouvido,Acessórios,3,646.67,506.2,Fortaleza,CE,nordeste,Pix
2024-10-11,Cliente 125,Loja Sul,Mouse,Eletrônicos,6,982.75,776.3,Curitiba,PR,sudeste,Boleto
